time,state_1,state_2,state_3,state_4,state_5
0,0,0,0,0,0
60,0,0,0,0,0
120,0,0,0,0,0
180,0,0,0,0,0
240,0,0,0,0,0
300,0,0,0,0,0
360,0,0,0,0,0
420,0,0,0,0,0
480,0,0,0,0,0
540,0,0,0,0,0
600,0,0,0,0,0
660,0,0,0,0,0
720,0,0,0,0,0
780,0,0,0,0,0
840,0,0,0,0,0
900,0,0,0,0,0
960,0,0,0,0,0
1020,0,0,0,0,0
1080,0,0,0,0,0
1140,0,0,0,0,0
1200,0,0,0,0,0
1260,0,0,0,0,0
1320,0,0,0,0,0
1380,0,0,0,0,0
1440,0,0,0,0,0
1500,0,0,0,0,0
1560,0,0,0,0,0
1620,0,0,0,0,0
1680,0,0,0,0,0
1740,0,0,0,0,0
1800,0,0,0,0,0
1860,0,0,0,0,0
1920,0,0,0,0,0
1980,0,0,0,0,0
2040,0,0,0,0,0
2100,0,0,0,0,0
2160,0,0,0,0,0
2220,0,0,0,0,0
2280,0,0,0,0,0
2340,0,0,0,0,0
2400,0,0,0,0,0
2460,0,0,0,0,0
2520,0,0,0,0,0
2580,0,0,0,0,0
2640,0,0,0,0,0
2700,0,0,0,0,0
2760,0,0,0,0,0
2820,0,0,0,0,0
2880,0,0,0,0,0
2940,0,0,0,0,0
3000,0,0,0,0,0
3060,0,0,0,0,0
3120,0,0,0,0,0
3180,0,0,0,0,0
3240,0,0,0,0,0
3300,0,0,0,0,0
3360,0,0,0,0,0
3420,0,0,0,0,0
3480,0,0,0,0,0
3540,0,0,0,0,0
3600,0,0,0,0,0
3660,2,0,0,0,0
3720,2,0,0,0,0
3780,2,0,3,0,0
3840,2,0,0,0,0
3900,2,0,0,2,0
3960,2,0,2,0,0
4020,0,0,0,2,0
4080,0,0,2,0,0
4140,0,0,3,0,0
4200,0,0,2,0,0
4260,0,0,2,0,0
4320,0,0,2,0,0
4380,0,0,2,0,0
4440,0,0,2,0,0
4500,0,0,2,0,0
4560,0,0,2,0,0
4620,0,0,2,0,1
4680,0,0,2,0,1
4740,2,0,2,0,1
4800,2,0,3,0,1
4860,2,0,2,0,1
4920,0,0,2,0,1
4980,0,0,0,3,1
5040,3,0,3,0,1
5100,0,0,0,3,1
5160,0,0,3,0,1
5220,0,0,3,0,1
5280,0,0,2,0,1
5340,0,2,0,2,2
5400,2,0,0,0,2
5460,2,0,3,0,2
5520,2,0,0,0,2
5580,2,0,0,0,0
5640,2,0,0,0,0
5700,3,0,2,0,0
5760,2,0,2,0,0
5820,2,0,0,2,0
5880,0,0,2,0,0
5940,0,0,0,0,0
6000,0,0,2,0,0
6060,3,0,2,0,0
6120,3,0,2,0,0
6180,0,0,2,0,0
6240,2,0,0,0,0
6300,2,0,3,0,0
6360,2,0,0,0,2
6420,2,0,0,3,2
6480,0,2,3,0,2
6540,3,0,0,0,2
6600,2,0,0,0,2
6660,3,0,3,0,2
6720,3,0,3,0,2
6780,3,0,0,0,2
6840,0,0,3,0,2
6900,0,0,3,0,2
6960,0,0,0,3,2
7020,3,0,0,0,2
7080,3,0,0,0,2
7140,0,3,0,0,0
7200,3,0,0,0,0
7260,3,0,0,0,0
7320,3,0,0,0,0
7380,3,0,0,0,0
7440,3,0,3,0,0
7500,0,3,2,0,0
7560,0,2,2,0,0
7620,2,0,0,0,0
7680,2,0,3,0,0
7740,0,2,2,0,0
7800,2,0,2,0,0
7860,2,0,3,0,0
7920,0,0,2,0,0
7980,0,0,2,0,0
8040,0,0,0,2,0
8100,2,0,0,0,0
8160,0,3,0,0,0
8220,3,0,0,0,0
8280,3,0,3,0,0
8340,3,0,3,0,0
8400,3,0,3,0,1
8460,3,0,2,0,1
8520,3,0,0,2,1
8580,2,0,2,0,1
8640,3,0,0,0,1
8700,3,0,2,0,1
8760,3,0,2,0,1
8820,3,0,2,0,1
8880,0,3,3,0,1
8940,3,0,2,0,2
9000,2,0,2,0,2
9060,2,0,0,0,2
9120,0,0,0,0,2
9180,2,0,0,0,2
9240,2,0,3,0,2
9300,0,0,2,0,2
9360,0,0,2,0,2
9420,0,0,2,0,2
9480,0,2,0,0,0
9540,2,0,3,0,0
9600,0,2,2,0,0
9660,0,0,2,0,0
9720,2,0,2,0,0
9780,2,0,2,0,0
9840,2,0,2,0,0
9900,0,0,2,0,0
9960,0,0,2,0,0
10020,0,3,2,0,0
10080,2,0,2,0,0
10140,0,0,2,0,0
10200,0,0,2,0,0
10260,0,0,2,0,1
10320,0,0,2,0,1
10380,0,0,2,0,1
10440,0,0,2,0,1
10500,0,0,2,0,1
10560,0,0,0,0,1
10620,0,0,3,0,1
10680,0,0,2,0,1
10740,0,0,2,0,2
10800,2,0,3,0,2
10860,2,0,3,0,2
10920,2,0,3,0,2
10980,0,0,3,0,2
11040,0,0,3,0,2
11100,3,0,0,0,2
11160,0,0,3,0,2
11220,0,0,3,0,2
11280,0,0,3,0,2
11340,0,0,3,0,2
11400,0,0,3,0,0
11460,2,0,3,0,0
11520,0,0,2,0,0
11580,0,0,2,0,0
11640,0,0,0,2,0
11700,0,2,0,0,0
11760,2,0,0,2,0
11820,0,2,2,0,0
11880,3,0,2,0,0
11940,0,0,2,0,0
12000,3,0,2,0,0
12060,3,0,3,0,0
12120,3,0,3,0,0
12180,3,0,2,0,1
12240,0,3,2,0,1
12300,3,0,2,0,1
12360,3,0,2,0,1
12420,3,0,2,0,1
12480,3,0,2,0,1
12540,3,0,0,0,1
12600,0,0,2,0,1
12660,2,0,2,0,1
12720,3,0,2,0,2
12780,0,0,2,0,2
12840,2,0,3,0,2
12900,0,0,3,0,2
12960,3,0,0,0,2
13020,3,0,0,0,2
13080,3,0,0,0,2
13140,0,0,3,0,2
13200,0,0,3,0,2
13260,0,0,3,0,2
13320,0,0,0,0,0
13380,0,0,0,0,0
13440,0,0,0,0,0
13500,2,0,0,0,0
13560,3,0,3,0,0
13620,3,0,0,0,0
13680,3,0,2,0,0
13740,0,0,3,0,0
13800,0,0,3,0,0
13860,2,0,0,0,0
13920,2,0,2,0,0
13980,0,0,2,0,0
14040,3,0,0,2,0
14100,0,3,2,0,0
14160,0,0,2,0,0
14220,3,0,3,0,0
14280,3,0,2,0,0
14340,3,0,3,0,1
14400,0,0,3,0,1
14460,0,0,3,0,1
14520,3,0,3,0,1
14580,3,0,3,0,1
14640,3,0,3,0,1
14700,0,3,3,0,1
14760,3,0,3,0,1
14820,3,0,3,0,1
14880,3,0,3,0,1
14940,3,0,3,0,1
15000,3,0,3,0,1
15060,0,2,3,0,2
15120,2,0,2,0,2
15180,2,0,3,0,2
15240,2,0,0,0,2
15300,0,0,3,0,2
15360,0,0,3,0,2
15420,3,0,0,0,2
15480,3,0,0,0,2
15540,3,0,3,0,2
15600,3,0,3,0,2
15660,3,0,3,0,0
15720,3,0,0,0,0
15780,0,3,3,0,0
15840,3,0,3,0,0
15900,3,0,0,0,0
15960,0,0,2,0,0
16020,2,0,2,0,0
16080,2,0,0,0,0
16140,0,0,2,0,0
16200,0,3,2,0,0
16260,3,0,3,0,0
16320,3,0,3,0,0
16380,3,0,3,0,1
16440,0,0,2,0,1
16500,0,0,3,0,1
16560,0,0,3,0,1
16620,0,0,3,0,1
16680,0,0,2,0,1
16740,0,0,2,0,1
16800,0,0,2,0,1
16860,0,0,2,0,1
16920,0,0,2,0,1
16980,2,0,3,0,2
17040,0,2,0,0,2
17100,0,0,0,0,2
17160,0,0,3,0,2
17220,3,0,0,0,2
17280,0,0,3,0,2
17340,0,0,3,0,2
