time,state_1,state_2,state_3,state_4,state_5
0,0,0,0,0,0
60,0,0,0,0,0
120,0,0,0,0,0
180,0,0,0,0,0
240,0,0,0,0,0
300,0,0,0,0,0
360,0,0,0,0,0
420,0,0,0,0,0
480,0,0,0,0,0
540,0,0,0,0,0
600,0,0,0,0,0
660,0,0,0,0,0
720,0,0,0,0,0
780,0,0,0,0,0
840,0,0,0,0,0
900,0,0,0,0,0
960,0,0,0,0,0
1020,0,0,0,0,0
1080,0,0,0,0,0
1140,0,0,0,0,0
1200,0,0,0,0,0
1260,0,0,0,0,0
1320,0,0,0,0,0
1380,0,0,2,0,0
1440,0,0,0,0,0
1500,0,0,0,0,0
1560,0,0,0,2,0
1620,0,0,2,0,0
1680,0,0,2,0,0
1740,0,0,2,0,0
1800,0,0,2,0,0
1860,0,0,2,0,0
1920,0,0,2,0,0
1980,0,0,2,0,0
2040,0,0,2,0,0
2100,0,0,2,0,0
2160,0,0,2,0,0
2220,0,0,2,0,0
2280,0,0,2,0,0
2340,3,0,2,0,0
2400,3,0,2,0,0
2460,0,0,2,0,0
2520,2,0,2,0,0
2580,2,0,2,0,0
2640,0,0,2,0,0
2700,2,0,2,0,0
2760,2,0,3,0,0
2820,2,0,3,0,0
2880,2,0,3,0,0
2940,2,0,3,0,0
3000,2,0,3,0,0
3060,2,0,3,0,0
3120,0,2,3,0,0
3180,2,0,3,0,0
3240,2,0,3,0,0
3300,2,0,3,0,0
3360,2,0,3,0,0
3420,2,0,3,0,0
3480,2,0,3,0,0
3540,2,0,3,0,0
3600,2,0,3,0,1
3660,2,0,0,0,1
3720,2,0,0,0,1
3780,2,0,0,0,1
3840,2,0,0,0,1
3900,2,0,0,0,1
3960,2,0,2,0,1
4020,0,0,2,0,2
4080,3,0,2,0,2
4140,3,0,2,0,2
4200,0,0,2,0,2
4260,0,0,0,0,2
4320,0,0,3,0,2
4380,0,0,0,0,0
4440,2,0,0,0,0
4500,2,0,3,0,0
4560,2,0,3,0,0
4620,2,0,3,0,0
4680,2,0,3,0,0
4740,2,0,3,0,0
4800,2,0,3,0,0
4860,3,0,3,0,0
4920,2,0,3,0,1
4980,2,0,3,0,1
5040,2,0,3,0,1
5100,2,0,3,0,1
5160,2,0,3,0,1
5220,2,0,3,0,1
5280,2,0,3,0,1
5340,2,0,3,0,1
5400,2,0,0,3,1
5460,2,0,3,0,1
5520,2,0,3,0,1
5580,2,0,2,0,1
5640,0,0,2,0,2
5700,3,0,2,0,2
5760,0,0,0,2,2
5820,2,0,2,0,2
5880,2,0,0,3,2
5940,0,0,2,0,2
6000,0,0,2,0,2
6060,2,0,0,0,2
6120,0,0,2,0,2
6180,0,0,0,2,0
6240,2,0,2,0,0
6300,3,0,2,0,0
6360,0,0,2,0,0
6420,0,0,2,0,0
6480,2,0,3,0,0
6540,2,0,3,0,0
6600,2,0,3,0,0
6660,2,0,3,0,1
6720,2,0,3,0,1
6780,2,0,3,0,1
6840,2,0,3,0,1
6900,2,0,3,0,1
6960,2,0,3,0,1
7020,2,0,3,0,1
7080,2,0,3,0,1
7140,2,0,3,0,1
7200,2,0,3,0,1
7260,0,0,3,0,1
7320,2,0,3,0,1
7380,2,0,3,0,2
7440,2,0,3,0,2
7500,2,0,2,0,2
7560,0,3,0,0,2
7620,3,0,3,0,2
7680,0,3,3,0,2
7740,3,0,3,0,2
7800,3,0,0,3,2
7860,0,0,3,0,2
7920,0,0,0,3,2
7980,3,0,0,0,0
8040,3,0,3,0,0
8100,3,0,3,0,0
8160,3,0,0,0,0
8220,3,0,3,0,0
8280,2,0,3,0,0
8340,2,0,0,2,0
8400,0,0,0,2,0
8460,2,0,3,0,0
8520,2,0,3,0,0
8580,2,0,3,0,0
8640,2,0,0,0,0
8700,2,0,3,0,0
8760,2,0,3,0,0
8820,2,0,3,0,0
8880,2,0,3,0,0
8940,2,0,0,0,0
9000,2,0,3,0,0
9060,2,0,3,0,0
9120,2,0,3,0,0
9180,2,0,3,0,0
9240,2,0,3,0,1
9300,2,0,2,0,1
9360,0,0,2,0,1
9420,2,0,2,0,1
9480,2,0,0,0,1
9540,2,0,3,0,1
9600,3,0,0,0,1
9660,2,0,3,0,1
9720,2,0,3,0,1
9780,2,0,0,0,1
9840,2,0,0,0,1
9900,3,0,0,0,1
9960,2,0,3,0,1
10020,2,0,3,0,1
10080,3,0,3,0,2
10140,0,0,3,0,2
10200,2,0,0,3,2
10260,2,0,0,0,2
10320,2,0,0,3,2
10380,0,0,2,0,2
10440,2,0,0,2,2
10500,0,0,0,2,2
10560,2,0,0,0,2
10620,0,0,0,2,2
10680,2,0,0,0,2
10740,2,0,3,0,0
10800,2,0,3,0,1
10860,2,0,3,0,1
10920,2,0,3,0,1
10980,0,0,3,0,1
11040,2,0,3,0,1
11100,2,0,3,0,1
11160,2,0,3,0,1
11220,3,0,3,0,1
11280,3,0,2,0,1
11340,2,0,3,0,1
11400,0,0,3,0,1
11460,2,0,3,0,2
11520,2,0,0,0,2
11580,2,0,0,2,2
11640,2,0,2,0,2
11700,0,0,2,0,2
11760,0,0,2,0,2
11820,2,0,3,0,2
11880,2,0,0,0,0
11940,2,0,3,0,0
12000,2,0,3,0,0
12060,2,0,3,0,0
12120,2,0,3,0,1
12180,2,0,3,0,1
12240,0,2,3,0,1
12300,2,0,3,0,1
12360,2,0,3,0,1
12420,2,0,3,0,1
12480,2,0,3,0,1
12540,0,0,3,0,1
12600,0,0,3,0,1
12660,2,0,3,0,2
12720,2,0,0,0,2
12780,0,0,2,0,2
12840,3,0,2,0,2
12900,2,0,2,0,2
12960,0,0,0,3,2
13020,0,0,2,0,2
13080,2,0,0,3,0
13140,2,0,3,0,0
13200,2,0,3,0,0
13260,2,0,3,0,0
13320,2,0,3,0,1
13380,2,0,3,0,1
13440,2,0,3,0,1
13500,0,0,3,0,1
13560,0,2,3,0,1
13620,2,0,3,0,1
13680,2,0,3,0,1
13740,2,0,3,0,1
13800,0,0,3,0,1
13860,2,0,3,0,2
13920,2,0,0,0,2
13980,2,0,2,0,2
14040,2,0,2,0,2
14100,0,0,2,0,2
14160,2,0,3,0,0
14220,2,0,3,0,0
14280,2,0,3,0,1
14340,2,0,3,0,1
14400,2,0,3,0,1
14460,2,0,3,0,1
14520,2,0,3,0,1
14580,0,0,3,0,1
14640,2,0,3,0,2
14700,2,0,3,0,2
14760,0,0,0,2,2
14820,0,0,2,0,2
14880,2,0,2,0,2
14940,0,0,0,2,2
15000,0,0,2,0,0
15060,2,0,3,0,0
15120,2,0,3,0,1
15180,2,0,3,0,1
15240,2,0,3,0,1
15300,0,0,3,0,1
15360,2,0,3,0,1
15420,2,0,3,0,1
15480,0,0,3,0,1
15540,2,0,2,0,1
15600,3,0,0,2,2
15660,2,0,2,0,2
15720,0,0,0,2,2
15780,0,0,2,0,2
15840,2,0,0,0,2
15900,0,0,3,0,2
15960,0,3,3,0,2
16020,0,3,3,0,2
16080,0,3,3,0,2
16140,0,0,3,0,0
16200,0,0,3,0,0
16260,2,0,3,0,0
16320,2,0,0,0,0
16380,2,0,0,2,0
16440,0,0,2,0,0
16500,0,0,2,0,0
16560,2,0,0,0,0
16620,0,0,2,0,0
16680,0,0,0,0,0
16740,0,0,2,0,0
16800,0,0,0,0,0
