time,state_1,state_2,state_3,state_4,state_5
0,0,0,0,0,0
60,0,0,0,0,0
120,0,0,0,0,0
180,0,0,0,0,0
240,0,0,0,0,0
300,0,0,0,0,0
360,0,0,0,0,0
420,0,0,0,0,0
480,0,0,0,0,0
540,0,0,0,0,0
600,0,0,0,0,0
660,0,0,0,0,0
720,0,0,0,0,0
780,0,0,0,0,0
840,0,0,0,0,0
900,0,0,0,0,0
960,0,0,3,0,0
1020,0,0,3,0,0
1080,0,0,2,0,0
1140,0,0,2,0,0
1200,0,0,2,0,0
1260,0,0,0,0,0
1320,0,0,2,0,0
1380,0,0,2,0,0
1440,0,0,2,0,0
1500,0,0,2,0,0
1560,0,0,2,0,0
1620,0,0,2,0,0
1680,0,0,2,0,0
1740,0,0,2,0,0
1800,0,0,2,0,0
1860,0,0,2,0,0
1920,0,0,2,0,0
1980,0,0,2,0,0
2040,0,0,2,0,0
2100,0,0,2,0,0
2160,0,0,2,0,0
2220,2,0,2,0,0
2280,2,0,3,0,0
2340,2,0,2,0,0
2400,0,0,2,0,0
2460,2,0,0,3,0
2520,0,0,2,0,0
2580,0,0,2,0,0
2640,0,0,2,0,0
2700,0,0,2,0,0
2760,0,0,2,0,0
2820,0,0,0,0,0
2880,0,0,2,0,1
2940,0,0,2,0,1
3000,0,0,2,0,1
3060,0,0,2,0,1
3120,0,0,2,0,1
3180,0,0,2,0,1
3240,0,0,2,0,1
3300,0,0,0,2,1
3360,2,0,0,0,1
3420,2,0,0,0,2
3480,2,0,3,0,2
3540,0,0,0,3,2
3600,2,0,0,0,2
3660,2,0,0,0,0
3720,2,0,2,0,0
3780,0,0,2,0,0
3840,2,0,0,0,0
3900,3,0,2,0,0
3960,0,0,2,0,1
4020,0,0,2,0,1
4080,0,0,2,0,1
4140,0,0,2,0,1
4200,0,0,2,0,1
4260,0,0,2,0,1
4320,0,0,2,0,1
4380,0,0,3,0,1
4440,0,0,2,0,1
4500,0,0,2,0,1
4560,0,2,2,0,1
4620,0,0,0,3,1
4680,0,2,3,0,2
4740,2,0,0,0,2
4800,0,0,3,0,2
4860,2,0,0,0,2
4920,2,0,0,0,0
4980,2,0,2,0,0
5040,0,0,2,0,0
5100,2,0,0,0,0
5160,2,0,0,0,0
5220,0,0,2,0,1
5280,0,0,2,0,1
5340,0,0,2,0,1
5400,0,0,2,0,1
5460,0,0,2,0,1
5520,0,0,2,0,1
5580,3,0,3,0,1
5640,0,0,2,0,1
5700,0,0,2,0,1
5760,0,0,2,0,1
5820,0,0,2,0,1
5880,0,0,2,0,1
5940,0,0,0,0,1
6000,0,0,0,2,1
6060,0,0,3,0,1
6120,0,0,3,0,1
6180,3,0,0,0,2
6240,0,2,0,0,2
6300,2,0,0,0,2
6360,0,0,3,0,2
6420,3,0,0,0,2
6480,0,0,0,0,2
6540,0,0,0,0,0
6600,2,0,0,0,0
6660,0,0,2,0,0
6720,2,0,0,0,0
6780,2,0,0,0,0
6840,0,2,0,0,0
6900,2,0,0,0,0
6960,0,2,0,0,0
7020,0,2,0,0,0
7080,0,3,2,0,0
7140,2,0,0,0,0
7200,0,3,0,0,0
7260,0,3,0,0,0
7320,3,0,0,0,0
7380,3,0,0,0,0
7440,2,0,0,0,0
7500,0,0,2,0,1
7560,0,0,2,0,1
7620,0,0,2,0,1
7680,3,0,2,0,1
7740,3,0,2,0,1
7800,3,0,2,0,1
7860,0,3,2,0,1
7920,0,3,2,0,1
7980,3,0,2,0,1
8040,3,0,0,2,1
8100,0,0,2,0,1
8160,0,0,2,0,1
8220,3,0,2,0,2
8280,0,3,2,0,2
8340,0,3,0,2,2
8400,0,0,2,0,2
8460,0,0,0,0,2
8520,0,0,3,0,2
8580,0,0,0,0,2
8640,0,0,0,0,2
8700,2,0,0,0,0
8760,0,2,2,0,0
8820,2,0,0,0,0
8880,0,0,2,0,0
8940,0,0,2,0,1
9000,0,0,2,0,1
9060,0,0,0,3,1
9120,0,0,2,0,1
9180,0,0,0,0,1
9240,0,0,2,0,2
9300,2,0,0,0,2
9360,0,0,0,3,2
9420,0,0,3,0,2
9480,2,0,0,0,0
9540,2,0,2,0,0
9600,2,0,0,0,0
9660,0,0,2,0,0
9720,0,0,2,0,1
9780,0,0,2,0,1
9840,0,0,2,0,1
9900,0,0,0,3,1
9960,0,0,2,0,1
10020,0,0,2,0,1
10080,0,0,2,0,1
10140,0,2,3,0,2
10200,0,0,2,0,2
10260,0,0,3,0,2
10320,0,0,3,0,2
10380,2,0,0,0,0
10440,0,0,2,0,0
10500,0,0,2,0,0
10560,0,0,2,0,1
10620,0,0,2,0,1
10680,0,0,2,0,1
10740,0,0,0,0,1
10800,0,0,2,0,1
10860,0,0,2,0,1
10920,0,0,0,0,1
10980,0,0,2,0,2
11040,0,0,0,0,2
11100,0,0,3,0,2
11160,0,0,3,0,2
11220,0,2,0,0,0
11280,0,0,2,0,0
11340,2,0,0,0,0
11400,0,0,2,0,0
11460,2,0,0,0,0
11520,0,0,2,0,1
11580,0,0,2,0,1
11640,3,0,2,0,1
11700,0,0,2,0,0
11760,2,0,0,0,0
11820,2,0,0,0,0
11880,2,0,0,0,0
11940,2,0,0,0,0
12000,0,0,2,0,0
12060,0,0,2,0,1
12120,0,0,2,0,1
12180,3,0,2,0,1
12240,3,0,0,0,1
12300,3,0,2,0,1
12360,3,0,2,0,1
12420,3,0,2,0,1
12480,3,0,2,0,1
12540,3,0,2,0,1
12600,0,0,2,0,1
12660,3,0,2,0,1
12720,0,0,0,0,1
12780,0,0,2,0,2
12840,0,0,0,2,2
12900,0,0,0,2,2
12960,0,0,3,0,2
13020,0,0,0,0,2
13080,0,0,0,0,2
13140,2,0,0,0,0
13200,2,0,2,0,0
13260,2,0,0,0,0
13320,0,0,2,0,0
13380,3,0,2,0,1
13440,0,0,2,0,1
13500,3,0,2,0,1
13560,0,0,0,0,1
13620,0,0,3,0,1
13680,0,0,0,0,1
13740,0,0,2,0,1
13800,2,0,0,0,2
13860,0,2,0,0,2
13920,0,0,0,0,0
13980,0,0,2,0,0
14040,2,0,0,0,0
14100,2,0,0,0,0
14160,2,0,0,0,0
