time,state_1,state_2,state_3,state_4,state_5
0,0,0,0,0,0
60,0,0,0,0,0
120,0,0,0,0,0
180,0,0,0,0,0
240,0,0,0,0,0
300,0,0,0,0,0
360,0,0,0,0,0
420,0,0,0,0,0
480,0,0,0,0,0
540,0,0,0,0,0
600,0,0,0,0,0
660,0,0,0,0,0
720,0,0,0,0,0
780,0,0,0,0,0
840,0,0,0,0,0
900,0,0,0,0,0
960,0,0,0,0,0
1020,0,0,0,0,0
1080,0,0,0,0,0
1140,0,0,0,0,0
1200,0,0,0,0,0
1260,0,0,0,0,0
1320,0,0,0,0,0
1380,0,0,0,0,0
1440,0,0,0,0,0
1500,0,0,0,0,0
1560,0,0,0,0,0
1620,0,0,0,0,0
1680,0,0,3,0,0
1740,0,0,3,0,0
1800,2,0,3,0,0
1860,2,0,3,0,0
1920,2,0,3,0,0
1980,2,0,3,0,0
2040,0,0,2,0,0
2100,0,0,0,0,0
2160,0,0,0,0,0
2220,0,0,0,0,0
2280,0,0,0,0,0
2340,0,0,0,0,0
2400,0,0,0,0,0
2460,0,0,0,0,0
2520,0,0,0,0,0
2580,0,0,0,0,0
2640,0,0,0,0,0
2700,0,0,0,0,0
2760,0,0,0,0,0
2820,0,0,0,0,0
2880,0,0,0,0,0
2940,0,0,0,0,0
3000,0,0,0,0,0
3060,0,0,0,0,0
3120,0,0,0,0,0
3180,0,0,0,0,0
3240,0,0,0,0,0
3300,0,0,0,0,0
3360,0,0,2,0,0
3420,2,0,0,0,0
3480,0,0,2,0,0
3540,0,0,2,0,0
3600,0,0,0,2,0
3660,2,0,2,0,0
3720,0,0,2,0,0
3780,0,0,2,0,0
3840,0,0,2,0,0
3900,0,0,2,0,0
3960,2,0,2,0,0
4020,2,0,0,0,0
4080,0,0,2,0,0
4140,0,0,3,0,0
4200,0,0,3,0,0
4260,0,0,3,0,0
4320,0,0,3,0,0
4380,0,0,3,0,1
4440,0,0,2,0,1
4500,0,0,0,2,1
4560,0,2,3,0,1
4620,2,0,0,3,1
4680,0,0,0,2,0
4740,0,0,2,0,1
4800,0,0,2,0,1
4860,0,0,2,0,1
4920,0,0,3,0,1
4980,0,2,0,2,1
5040,0,0,2,0,1
5100,0,0,2,0,1
5160,0,0,2,0,1
5220,0,0,2,0,1
5280,0,0,0,2,1
5340,2,0,2,0,1
5400,0,0,2,0,1
5460,0,0,0,0,1
5520,0,0,2,0,1
5580,0,0,2,0,1
5640,3,0,0,0,1
5700,3,0,0,0,1
5760,3,0,2,0,1
5820,3,0,2,0,1
5880,0,3,2,0,1
5940,2,0,0,2,1
6000,3,0,2,0,1
6060,0,0,0,2,1
6120,0,2,0,0,1
6180,2,0,0,0,1
6240,2,0,0,0,1
6300,2,0,0,0,1
6360,0,0,2,0,1
6420,2,0,2,0,1
6480,0,0,2,0,1
6540,2,0,0,0,1
6600,0,0,3,0,1
6660,0,0,0,3,1
6720,0,0,3,0,1
6780,0,0,3,0,1
6840,0,0,0,0,0
6900,3,0,0,0,0
6960,3,0,0,0,0
7020,0,0,0,0,0
7080,0,0,0,0,0
7140,0,0,0,0,0
7200,0,0,0,3,0
7260,0,0,0,3,0
7320,0,0,0,3,0
7380,0,0,0,3,0
7440,0,0,0,3,0
7500,0,0,0,3,0
7560,0,0,0,3,0
7620,0,0,0,3,0
7680,0,0,0,0,0
7740,0,0,0,3,0
7800,0,0,0,3,0
7860,0,0,3,0,0
7920,0,0,0,0,0
7980,0,0,0,0,0
8040,0,0,0,0,1
8100,0,0,0,0,1
8160,2,0,0,2,1
8220,3,0,0,2,1
8280,0,0,2,0,1
8340,0,0,2,0,1
8400,0,0,3,0,1
8460,0,0,2,0,2
8520,3,0,0,0,2
8580,3,0,0,0,2
8640,0,0,3,0,2
8700,0,0,0,0,2
8760,0,0,0,0,2
8820,2,0,0,0,2
8880,0,0,3,0,2
8940,3,0,3,0,2
9000,3,0,0,0,2
9060,0,0,3,0,2
9120,3,0,3,0,2
9180,3,0,0,0,2
9240,3,0,3,0,2
9300,0,0,3,0,2
9360,3,0,0,0,2
9420,3,0,0,0,2
9480,3,0,3,0,0
9540,0,0,3,0,0
9600,3,0,3,0,0
9660,3,0,3,0,0
9720,0,0,0,0,0
9780,3,0,0,0,0
9840,3,0,0,0,0
9900,3,0,0,0,0
9960,3,0,0,0,0
10020,3,0,3,0,0
10080,3,0,3,0,0
10140,3,0,3,0,0
10200,3,0,3,0,0
10260,3,0,3,0,0
10320,0,3,3,0,0
10380,0,0,3,0,0
10440,0,0,3,0,0
10500,3,0,3,0,0
10560,3,0,3,0,0
10620,3,0,3,0,0
10680,3,0,0,0,0
10740,3,0,0,0,0
10800,3,0,0,0,0
10860,0,0,3,0,0
10920,0,0,3,0,0
10980,3,0,3,0,0
11040,3,0,3,0,0
11100,3,0,3,0,0
11160,3,0,3,0,0
11220,3,0,3,0,0
11280,3,0,0,0,0
11340,3,0,3,0,0
11400,3,0,0,0,0
11460,0,3,3,0,0
11520,0,3,3,0,0
11580,0,3,0,0,0
11640,3,0,3,0,0
11700,0,2,3,0,0
11760,2,0,0,0,0
11820,0,0,2,0,0
11880,2,0,0,0,0
11940,2,0,0,0,0
12000,2,0,2,0,0
12060,0,0,2,0,0
12120,2,0,2,0,0
12180,2,0,2,0,0
12240,0,0,2,0,0
12300,0,0,2,0,0
12360,0,0,2,0,0
12420,0,0,3,0,0
12480,0,0,2,0,1
12540,0,0,2,0,1
12600,0,0,2,0,1
12660,0,0,2,0,1
12720,0,0,2,0,1
12780,0,0,2,0,1
12840,0,0,3,0,1
12900,0,0,2,0,2
12960,2,0,2,0,2
13020,2,0,3,0,2
13080,2,0,0,0,2
13140,2,0,3,0,2
13200,2,0,0,0,2
13260,0,0,2,0,2
13320,0,0,2,0,2
13380,0,0,2,0,2
13440,0,0,2,0,2
13500,0,0,2,0,2
13560,2,0,0,0,2
13620,2,0,0,0,0
13680,0,2,0,2,0
13740,0,0,0,2,0
13800,0,0,2,0,0
13860,0,0,3,0,1
13920,0,0,2,0,1
13980,0,0,2,0,1
14040,0,0,2,0,1
14100,0,0,2,0,1
14160,0,0,2,0,1
14220,0,0,0,0,1
14280,0,0,0,0,1
14340,0,0,3,0,1
14400,0,0,2,0,2
14460,0,0,0,0,2
14520,2,0,0,0,2
14580,0,0,2,0,2
14640,0,0,2,0,2
14700,0,0,2,0,2
14760,0,0,2,0,2
14820,2,0,0,0,2
14880,2,0,0,0,0
14940,2,0,0,0,0
15000,0,2,0,2,0
15060,0,0,2,0,0
15120,0,0,0,0,0
15180,0,0,2,0,0
15240,3,0,2,0,0
15300,3,0,2,0,0
15360,3,0,3,0,1
15420,3,0,0,0,1
15480,3,0,0,0,1
15540,3,0,0,0,1
15600,0,3,0,0,1
15660,0,3,0,0,1
15720,0,3,2,0,1
15780,3,0,2,0,1
15840,3,0,3,0,1
15900,3,0,3,0,1
15960,0,0,2,0,1
16020,2,0,3,0,1
16080,2,0,3,0,1
16140,0,0,3,0,1
16200,0,0,3,0,1
16260,0,0,0,0,1
16320,0,0,2,0,1
16380,0,0,2,0,1
16440,3,0,2,0,1
16500,3,0,2,0,1
16560,3,0,2,0,1
16620,0,0,2,0,1
16680,0,0,2,0,1
16740,0,3,2,0,1
16800,0,0,2,0,1
16860,0,0,2,0,1
16920,0,0,2,0,2
16980,2,0,0,0,2
17040,0,0,2,0,2
17100,0,0,2,0,2
17160,0,0,2,0,2
17220,0,0,2,0,2
17280,2,0,0,0,2
17340,0,2,0,0,0
