time,state_1,state_2,state_3,state_4,state_5
0,0,0,0,0,0
60,0,0,0,0,0
120,0,0,0,0,0
180,0,0,0,0,0
240,0,2,0,0,0
300,2,0,0,0,0
360,2,0,3,0,0
420,2,0,0,0,0
480,2,0,2,0,0
540,2,0,2,0,0
600,0,0,2,0,0
660,0,0,2,0,0
720,0,0,2,0,0
780,0,0,2,0,0
840,0,0,2,0,0
900,0,0,2,0,0
960,0,0,2,0,0
1020,0,0,2,0,0
1080,0,0,2,0,0
1140,0,0,2,0,0
1200,0,0,2,0,0
1260,0,0,2,0,0
1320,0,0,2,0,0
1380,0,0,2,0,0
1440,0,0,2,0,0
1500,0,0,2,0,0
1560,0,0,2,0,0
1620,0,0,2,0,0
1680,0,0,2,0,0
1740,2,0,2,0,0
1800,2,0,0,0,0
1860,3,0,2,0,0
1920,3,0,2,0,0
1980,0,0,2,0,0
2040,2,0,0,0,0
2100,0,0,0,0,0
2160,0,0,2,0,0
2220,2,0,0,0,0
2280,2,0,0,0,0
2340,0,0,3,0,0
2400,0,0,2,0,0
2460,0,0,3,0,0
2520,0,0,3,0,0
2580,3,0,2,0,0
2640,0,0,2,0,0
2700,3,0,2,0,1
2760,3,0,2,0,1
2820,0,0,2,0,1
2880,0,0,3,0,1
2940,0,0,2,0,1
3000,0,0,2,0,1
3060,0,0,0,0,1
3120,0,0,2,0,1
3180,0,0,2,0,1
3240,0,0,2,0,1
3300,3,0,2,0,1
3360,0,0,2,0,0
3420,0,0,2,0,0
3480,3,0,2,0,0
3540,0,0,2,0,0
3600,2,0,0,2,0
3660,0,0,2,0,0
3720,0,0,2,0,0
3780,3,0,2,0,1
3840,0,2,2,0,1
3900,0,0,2,0,1
3960,0,0,2,0,1
4020,3,0,0,2,1
4080,3,0,0,0,1
4140,3,0,2,0,1
4200,3,0,2,0,1
4260,0,0,2,0,1
4320,0,0,2,0,1
4380,0,0,2,0,1
4440,0,0,2,0,1
4500,3,0,2,0,1
4560,3,0,2,0,0
4620,0,2,2,0,0
4680,2,0,0,0,0
4740,2,0,0,0,0
4800,2,0,2,0,0
4860,0,0,2,0,0
4920,0,0,2,0,0
4980,3,0,2,0,0
5040,3,0,2,0,1
5100,3,0,2,0,1
5160,3,0,2,0,1
5220,3,0,2,0,1
5280,3,0,2,0,1
5340,3,0,2,0,1
5400,3,0,2,0,1
5460,0,0,2,0,1
5520,0,0,2,0,1
5580,0,0,2,0,1
5640,3,0,2,0,1
5700,3,0,2,0,1
5760,3,0,2,0,1
5820,3,0,2,0,1
5880,0,0,2,0,1
5940,3,0,2,0,1
6000,0,0,2,0,1
6060,0,0,2,0,1
6120,0,0,2,0,1
6180,0,0,3,0,1
6240,0,0,2,0,1
6300,0,0,0,0,1
6360,2,0,0,0,1
6420,2,0,0,0,1
6480,0,0,2,0,1
6540,0,0,2,0,1
6600,3,0,2,0,1
6660,0,0,2,0,1
6720,0,0,2,0,1
6780,0,0,2,0,1
6840,0,0,2,0,2
6900,0,0,3,0,2
6960,2,0,0,3,2
7020,2,0,3,0,2
7080,0,0,2,0,2
7140,2,0,0,0,2
7200,2,0,3,0,2
7260,2,0,0,0,2
7320,2,0,0,0,2
7380,2,0,0,3,2
7440,3,0,3,0,0
7500,3,0,2,0,0
7560,3,0,0,2,0
7620,3,0,2,0,0
7680,2,0,0,0,0
7740,2,0,0,0,0
7800,2,0,2,0,0
7860,3,0,2,0,0
7920,3,0,2,0,0
7980,3,0,0,2,0
8040,3,0,0,0,0
8100,3,0,2,0,0
8160,3,0,3,0,0
8220,3,0,3,0,0
8280,3,0,2,0,0
8340,3,0,2,0,0
8400,3,0,2,0,1
8460,3,0,2,0,1
8520,3,0,2,0,1
8580,3,0,2,0,1
8640,3,0,0,2,1
8700,3,0,3,0,1
8760,3,0,2,0,1
8820,3,0,2,0,1
8880,3,0,2,0,1
8940,3,0,2,0,1
9000,3,0,3,0,1
9060,3,0,2,0,1
9120,3,0,2,0,1
9180,3,0,2,0,0
9240,3,0,2,0,0
9300,3,0,2,0,0
9360,3,0,2,0,0
9420,3,0,2,0,1
9480,3,0,2,0,1
9540,3,0,2,0,1
9600,3,0,3,0,1
9660,3,0,0,2,1
9720,3,0,2,0,1
9780,3,0,2,0,1
9840,3,0,0,3,1
9900,3,0,2,0,1
9960,3,0,2,0,1
10020,3,0,2,0,1
10080,3,0,2,0,1
10140,3,0,2,0,1
10200,3,0,2,0,2
10260,3,0,3,0,2
10320,3,0,2,0,2
10380,3,0,2,0,2
10440,0,0,2,0,0
10500,2,0,2,0,0
10560,2,0,0,3,0
10620,0,0,2,0,0
10680,3,0,2,0,0
10740,2,0,2,0,0
10800,3,0,2,0,0
10860,0,0,2,0,1
10920,0,0,0,2,1
10980,3,0,0,0,1
11040,0,0,2,0,1
11100,3,0,2,0,1
11160,3,0,2,0,1
11220,3,0,0,0,1
11280,3,0,0,0,1
11340,3,0,0,0,1
11400,3,0,2,0,1
11460,3,0,0,2,1
11520,3,0,2,0,1
11580,3,0,2,0,1
11640,3,0,2,0,1
11700,0,0,2,0,1
11760,0,0,0,2,1
11820,0,0,2,0,1
11880,0,0,2,0,2
11940,0,0,2,0,2
12000,3,0,2,0,2
12060,3,0,3,0,2
12120,3,0,3,0,2
12180,2,0,3,0,2
12240,0,0,3,0,2
12300,3,0,3,0,2
12360,3,0,3,0,2
12420,3,0,0,0,2
12480,3,0,0,0,2
12540,3,0,3,0,2
12600,3,0,0,0,0
12660,3,0,0,0,0
12720,3,0,0,0,0
12780,3,0,0,0,0
12840,3,0,2,0,0
12900,3,0,2,0,0
12960,0,0,2,0,0
13020,2,0,2,0,0
13080,2,0,3,0,0
13140,2,0,3,0,0
13200,2,0,0,0,0
13260,2,0,0,0,0
13320,0,0,2,0,0
13380,0,0,2,0,0
13440,0,0,2,0,0
13500,0,0,2,0,0
13560,0,0,2,0,1
13620,0,0,2,0,1
13680,0,0,2,0,0
13740,0,0,2,0,0
13800,0,0,2,0,0
13860,0,0,0,2,1
13920,0,0,2,0,1
13980,0,0,2,0,0
14040,2,0,0,0,0
14100,3,0,0,0,0
14160,3,0,2,0,0
14220,3,0,2,0,0
14280,0,0,3,0,0
14340,3,0,2,0,0
14400,0,0,2,0,0
14460,0,2,0,2,0
14520,3,0,0,0,0
14580,2,0,3,0,0
14640,2,0,0,0,0
14700,2,0,3,0,0
14760,3,0,0,0,0
14820,2,0,0,0,1
14880,2,0,3,0,1
14940,2,0,0,3,1
15000,2,0,3,0,1
15060,2,0,3,0,1
15120,2,0,3,0,1
15180,0,0,2,0,1
15240,0,0,2,0,1
15300,0,0,2,0,1
15360,0,0,2,0,1
15420,0,0,2,0,1
15480,0,0,2,0,1
15540,0,0,2,0,1
15600,2,0,0,2,1
15660,0,0,0,2,2
15720,2,0,2,0,2
15780,2,0,3,0,2
15840,2,0,2,0,2
15900,2,0,0,2,2
15960,0,0,2,0,2
16020,2,0,2,0,2
16080,0,0,0,2,2
16140,2,0,0,0,2
16200,2,0,3,0,2
16260,2,0,3,0,2
16320,2,0,3,0,2
16380,2,0,0,0,0
16440,2,0,0,0,0
16500,2,0,0,0,0
16560,2,0,0,0,0
16620,2,0,3,0,0
16680,2,0,3,0,0
16740,0,2,3,0,0
16800,2,0,0,0,0
16860,2,0,2,0,0
16920,0,0,2,0,0
16980,0,0,2,0,0
17040,0,0,0,2,0
17100,2,0,0,3,0
17160,0,0,0,2,0
17220,2,0,2,0,0
17280,0,0,2,0,0
17340,3,0,2,0,0
