time,state_1,state_2,state_3,state_4,state_5
0,0,0,0,0,0
60,0,0,0,0,0
120,0,0,0,0,0
180,0,0,0,0,0
240,0,0,0,0,0
300,0,0,0,0,0
360,0,0,0,0,0
420,0,0,0,0,0
480,0,0,0,0,0
540,0,0,0,0,0
600,0,0,0,0,0
660,0,0,0,0,0
720,0,0,0,0,0
780,0,0,0,0,0
840,0,0,0,0,0
900,0,0,0,0,0
960,0,0,0,0,0
1020,0,0,0,0,0
1080,0,0,0,0,0
1140,0,0,0,0,0
1200,0,0,2,0,0
1260,0,0,0,0,0
1320,0,0,0,0,0
1380,2,0,0,0,0
1440,2,0,0,0,0
1500,0,0,2,0,0
1560,0,0,2,0,0
1620,2,0,0,0,0
1680,0,0,2,0,0
1740,0,0,2,0,0
1800,0,0,3,0,0
1860,0,0,3,0,0
1920,0,0,3,0,0
1980,0,0,3,0,1
2040,0,0,3,0,1
2100,0,0,2,0,1
2160,0,0,2,0,1
2220,0,0,2,0,1
2280,0,0,2,0,1
2340,2,0,2,0,2
2400,2,0,3,0,2
2460,2,0,0,0,2
2520,0,0,0,0,2
2580,0,0,3,0,2
2640,0,0,0,0,2
2700,0,2,0,0,0
2760,2,0,0,0,0
2820,0,0,2,0,0
2880,0,0,2,0,0
2940,0,0,2,0,0
3000,0,0,2,0,1
3060,0,0,2,0,1
3120,0,0,2,0,1
3180,0,3,2,0,1
3240,0,3,2,0,1
3300,0,3,2,0,1
3360,0,0,2,0,1
3420,0,0,2,0,1
3480,2,0,2,0,1
3540,2,0,0,0,2
3600,2,0,3,0,2
3660,0,0,2,0,2
3720,0,0,2,0,2
3780,0,0,0,0,2
3840,3,0,0,0,2
3900,0,0,0,0,2
3960,3,0,0,0,2
4020,3,0,0,0,2
4080,3,0,0,0,2
4140,3,0,0,0,2
4200,0,0,2,0,0
4260,0,0,2,0,0
4320,2,0,0,2,0
4380,0,0,0,2,0
4440,0,0,2,0,0
4500,0,0,2,0,0
4560,0,0,2,0,1
4620,0,0,2,0,1
4680,0,0,2,0,1
4740,0,0,2,0,1
4800,0,0,2,0,1
4860,0,0,2,0,1
4920,2,0,0,2,2
4980,2,0,3,0,2
5040,0,0,0,2,2
5100,3,0,0,0,2
5160,0,3,0,0,2
5220,3,0,0,0,2
5280,3,0,0,0,2
5340,3,0,0,0,2
5400,0,0,0,0,2
5460,3,0,0,0,2
5520,3,0,0,0,2
5580,3,0,0,0,2
5640,3,0,0,0,0
5700,3,0,2,0,0
5760,2,0,3,0,0
5820,2,0,3,0,0
5880,2,0,3,0,0
5940,0,0,2,0,0
6000,0,3,2,0,1
6060,0,0,2,0,1
6120,0,0,2,0,1
6180,0,0,2,0,1
6240,0,0,2,0,1
6300,0,0,2,0,1
6360,0,0,2,0,1
6420,0,0,2,0,0
6480,0,0,2,0,0
6540,0,0,2,0,1
6600,0,0,2,0,1
6660,0,0,2,0,1
6720,0,0,2,0,1
6780,0,0,2,0,1
6840,0,0,2,0,1
6900,0,0,2,0,1
6960,0,0,2,0,1
7020,0,0,2,0,1
7080,0,0,2,0,1
7140,0,0,0,0,1
7200,2,0,0,0,1
7260,3,0,2,0,1
7320,0,0,2,0,2
7380,2,0,2,0,2
7440,0,0,3,0,2
7500,0,0,3,0,2
7560,0,0,3,0,2
7620,0,3,0,0,2
7680,0,0,0,0,2
7740,0,0,0,0,2
7800,0,0,0,0,2
7860,3,0,0,0,0
7920,3,0,3,0,0
7980,2,0,3,0,0
8040,3,0,0,0,0
8100,3,0,2,0,0
8160,3,0,2,0,0
8220,3,0,2,0,0
8280,0,0,2,0,1
8340,0,0,2,0,1
8400,0,0,2,0,1
8460,0,0,2,0,1
8520,0,0,2,0,1
8580,0,0,2,0,1
8640,0,0,2,0,1
8700,0,0,2,0,1
8760,0,0,2,0,1
8820,3,0,0,0,1
8880,3,0,0,0,1
8940,3,0,2,0,1
9000,0,0,2,0,2
9060,0,0,0,0,2
9120,0,0,0,0,2
9180,3,0,0,0,2
9240,0,0,0,0,2
9300,0,0,0,0,0
9360,2,0,2,0,0
9420,0,2,0,0,0
9480,2,0,2,0,0
9540,0,0,2,0,0
9600,0,0,2,0,1
9660,0,0,2,0,1
9720,0,0,2,0,1
9780,0,0,2,0,1
9840,0,0,2,0,1
9900,0,0,2,0,1
9960,0,0,2,0,1
10020,0,0,2,0,1
10080,0,0,2,0,1
10140,0,0,2,0,1
10200,0,0,3,0,1
10260,0,0,2,0,2
10320,2,0,0,0,2
10380,3,0,0,0,2
10440,3,0,0,0,2
10500,3,0,0,0,2
10560,3,0,0,0,0
10620,2,0,2,0,0
10680,0,2,0,0,0
10740,0,2,2,0,0
10800,3,0,2,0,0
10860,0,0,2,0,0
10920,0,0,2,0,0
10980,2,0,2,0,0
11040,2,0,2,0,0
11100,2,0,0,0,0
11160,2,0,0,0,0
11220,2,0,3,0,1
11280,2,0,0,0,1
11340,2,0,0,0,1
11400,2,0,0,0,1
11460,2,0,0,0,1
11520,2,0,0,0,1
11580,0,0,0,3,1
11640,0,0,0,3,1
11700,0,0,2,0,1
11760,0,0,2,0,1
11820,0,0,2,0,1
11880,0,0,0,0,1
11940,0,0,0,0,1
12000,0,0,2,0,2
12060,0,0,0,0,2
12120,3,0,0,0,2
12180,3,0,0,0,2
12240,3,0,0,0,2
12300,3,0,0,0,0
12360,0,0,3,0,0
12420,0,2,0,0,0
12480,2,0,0,2,0
12540,0,0,0,0,0
12600,0,0,2,0,0
12660,0,0,3,0,1
12720,0,0,2,0,1
12780,0,0,2,0,1
12840,0,0,2,0,1
12900,0,0,2,0,1
12960,0,0,2,0,1
13020,0,0,2,0,1
13080,0,0,3,0,1
13140,0,0,2,0,1
13200,0,0,2,0,1
13260,0,0,2,0,1
13320,0,0,2,0,1
13380,0,0,2,0,1
13440,0,0,2,0,1
13500,0,0,2,0,1
13560,0,0,3,0,1
13620,0,0,2,0,2
13680,0,0,2,0,2
13740,3,0,0,0,2
13800,3,0,0,0,2
13860,3,0,0,0,2
13920,3,0,0,0,0
13980,2,0,2,0,0
14040,2,0,0,0,0
14100,2,0,2,0,0
14160,2,0,2,0,0
14220,0,0,0,0,0
14280,3,0,0,0,0
14340,3,0,0,0,0
14400,3,0,2,0,0
14460,3,0,2,0,1
14520,3,0,2,0,1
14580,3,0,2,0,1
14640,3,0,2,0,1
14700,3,0,3,0,1
14760,3,0,3,0,1
14820,3,0,2,0,1
14880,2,0,2,0,2
14940,0,0,0,0,2
15000,3,0,0,0,2
15060,3,0,0,0,2
15120,3,0,0,0,0
15180,3,0,2,0,0
15240,2,0,0,0,0
15300,0,2,2,0,0
15360,0,0,2,0,0
15420,3,0,0,0,0
15480,3,0,0,0,0
15540,3,0,0,0,0
15600,3,0,0,0,0
15660,3,0,3,0,0
15720,3,0,3,0,0
15780,2,0,0,0,0
15840,3,0,0,0,0
15900,2,0,0,0,0
15960,3,0,2,0,0
16020,3,0,2,0,0
16080,0,3,2,0,1
16140,3,0,0,0,1
16200,3,0,0,0,1
16260,3,0,3,0,1
16320,3,0,3,0,1
16380,3,0,3,0,1
16440,3,0,3,0,1
16500,3,0,3,0,1
16560,3,0,3,0,1
16620,3,0,3,0,1
16680,3,0,2,0,1
16740,3,0,3,0,1
16800,3,0,0,0,1
16860,3,0,2,0,2
16920,0,0,2,0,2
16980,0,0,0,0,2
17040,3,0,0,0,2
17100,3,0,0,0,2
17160,3,0,0,0,2
17220,3,0,0,0,2
17280,3,0,0,0,0
17340,2,0,2,0,0
