time,state_1,state_2,state_3,state_4,state_5
0,0,0,0,0,0
60,0,0,0,0,0
120,0,0,0,0,0
180,0,0,0,0,0
240,0,0,0,0,0
300,0,0,0,0,0
360,0,0,0,0,0
420,0,0,0,0,0
480,0,0,0,0,0
540,0,0,0,0,0
600,0,0,0,0,0
660,0,0,0,0,0
720,0,0,0,0,0
780,0,0,0,0,0
840,0,0,0,0,0
900,0,0,0,0,0
960,0,0,0,0,0
1020,0,0,0,0,0
1080,0,0,0,0,0
1140,0,0,0,0,0
1200,0,0,3,0,0
1260,0,0,3,0,0
1320,0,0,3,0,0
1380,0,0,3,0,0
1440,0,0,2,0,0
1500,0,0,2,0,0
1560,0,0,2,0,0
1620,0,0,2,0,0
1680,0,0,2,0,0
1740,2,0,0,0,0
1800,2,0,0,0,0
1860,2,0,0,0,0
1920,2,0,0,0,0
1980,2,0,0,0,0
2040,2,0,0,0,0
2100,2,0,3,0,0
2160,2,0,3,0,0
2220,0,0,2,0,0
2280,0,0,2,0,0
2340,0,0,2,0,0
2400,2,0,3,0,0
2460,2,0,3,0,0
2520,2,0,3,0,0
2580,2,0,3,0,0
2640,0,0,2,0,0
2700,0,0,2,0,0
2760,0,0,2,0,0
2820,2,0,2,0,0
2880,2,0,3,0,0
2940,2,0,3,0,0
3000,2,0,3,0,0
3060,0,0,0,2,0
3120,0,0,0,0,0
3180,0,0,0,0,1
3240,0,0,2,0,1
3300,0,0,2,0,1
3360,0,0,3,0,1
3420,0,0,2,0,1
3480,0,0,2,0,1
3540,0,0,3,0,1
3600,0,0,3,0,1
3660,0,0,2,0,1
3720,2,0,0,0,2
3780,2,0,0,0,2
3840,0,2,0,2,2
3900,0,0,2,0,2
3960,2,0,0,0,2
4020,2,0,0,0,2
4080,0,2,0,0,2
4140,2,0,0,0,2
4200,2,0,0,0,0
4260,2,0,0,0,0
4320,3,0,2,0,0
4380,2,0,2,0,0
4440,2,0,0,0,0
4500,2,0,3,0,0
4560,2,0,3,0,0
4620,2,0,3,0,1
4680,2,0,3,0,1
4740,2,0,3,0,1
4800,2,0,3,0,1
4860,3,0,2,0,1
4920,2,0,2,0,1
4980,3,0,2,0,2
5040,0,3,2,0,2
5100,2,0,0,0,2
5160,0,0,2,0,2
5220,2,0,0,3,2
5280,2,0,3,0,2
5340,2,0,3,0,2
5400,2,0,3,0,0
5460,3,0,3,0,0
5520,2,0,3,0,0
5580,3,0,3,0,1
5640,2,0,3,0,1
5700,0,0,3,0,1
5760,2,0,3,0,1
5820,2,0,2,0,2
5880,2,0,0,2,2
5940,2,0,0,0,2
6000,2,0,2,0,2
6060,2,0,0,0,2
6120,0,0,2,0,2
6180,2,0,3,0,2
6240,2,0,3,0,2
6300,2,0,3,0,0
6360,2,0,3,0,0
6420,2,0,3,0,0
6480,2,0,3,0,1
6540,2,0,3,0,1
6600,2,0,3,0,1
6660,0,0,3,0,1
6720,2,0,3,0,2
6780,2,0,0,0,2
6840,0,0,2,0,2
6900,2,0,2,0,2
6960,0,0,0,2,2
7020,0,0,2,0,2
7080,2,0,0,0,2
7140,2,0,3,0,2
7200,2,0,2,0,0
7260,2,0,3,0,0
7320,2,0,3,0,1
7380,2,0,3,0,1
7440,2,0,3,0,1
7500,2,0,3,0,0
7560,2,0,0,0,0
7620,2,0,3,0,0
7680,2,0,3,0,1
7740,2,0,3,0,1
7800,2,0,3,0,1
7860,3,0,3,0,1
7920,3,0,3,0,1
7980,2,0,3,0,2
8040,2,0,2,0,2
8100,2,0,2,0,2
8160,2,0,0,3,2
8220,0,0,3,0,2
8280,2,0,3,0,2
8340,2,0,0,0,2
8400,2,0,3,0,2
8460,2,0,3,0,0
8520,2,0,3,0,1
8580,2,0,3,0,1
8640,3,0,3,0,1
8700,3,0,3,0,1
8760,2,0,3,0,1
8820,0,0,3,0,1
8880,2,0,3,0,2
8940,2,0,2,0,2
9000,0,2,0,2,2
9060,0,0,0,2,2
9120,0,0,3,0,2
9180,2,0,3,0,2
9240,2,0,0,3,2
9300,2,0,3,0,0
9360,2,0,3,0,0
9420,2,0,3,0,1
9480,2,0,3,0,1
9540,3,0,3,0,1
9600,2,0,3,0,1
9660,2,0,3,0,1
9720,2,0,3,0,1
9780,2,0,3,0,1
9840,3,0,3,0,2
9900,2,0,2,0,2
9960,0,0,2,0,2
10020,3,0,0,0,2
10080,2,0,0,0,2
10140,0,3,0,0,2
10200,3,0,0,0,2
10260,2,0,0,0,2
10320,3,0,2,0,0
10380,3,0,2,0,0
10440,3,0,2,0,1
10500,3,0,2,0,1
10560,3,0,2,0,1
10620,3,0,2,0,1
10680,3,0,2,0,1
10740,3,0,2,0,1
10800,3,0,2,0,1
10860,2,0,2,0,2
10920,0,2,3,0,2
10980,0,0,3,0,2
11040,0,0,2,0,2
11100,2,0,0,2,2
11160,0,0,0,0,2
11220,3,0,0,0,2
11280,0,0,2,0,2
11340,0,0,2,0,2
11400,3,0,0,2,2
11460,3,0,2,0,0
11520,3,0,2,0,0
11580,3,0,2,0,0
11640,3,0,2,0,0
11700,3,0,2,0,0
11760,3,0,2,0,0
11820,0,3,2,0,0
11880,0,0,2,0,0
11940,0,3,0,2,0
12000,0,3,2,0,0
12060,0,3,2,0,0
12120,3,0,2,0,0
12180,3,0,0,0,0
12240,3,0,0,0,0
12300,3,0,0,0,0
12360,2,0,0,0,0
12420,2,0,0,0,0
12480,2,0,0,0,0
12540,0,2,0,0,0
12600,2,0,0,0,0
12660,2,0,0,0,0
12720,3,0,0,0,0
12780,0,2,0,0,0
12840,0,3,2,0,0
12900,2,0,0,0,0
12960,2,0,0,0,0
13020,3,0,2,0,0
13080,3,0,2,0,0
13140,3,0,2,0,0
13200,3,0,2,0,1
13260,3,0,2,0,1
13320,3,0,2,0,1
13380,3,0,2,0,1
13440,3,0,2,0,1
13500,3,0,2,0,1
13560,3,0,3,0,1
13620,3,0,0,0,1
13680,3,0,2,0,2
13740,0,2,0,0,2
13800,2,0,2,0,2
13860,0,0,2,0,2
13920,0,3,0,0,2
13980,2,0,0,0,0
14040,3,0,2,0,0
14100,3,0,2,0,0
14160,3,0,2,0,1
14220,3,0,0,0,1
14280,0,0,2,0,1
14340,0,2,2,0,1
14400,2,0,0,0,1
14460,2,0,0,0,1
14520,3,0,2,0,2
14580,0,3,2,0,2
14640,3,0,0,0,2
14700,3,0,2,0,2
14760,0,0,0,0,0
14820,0,2,2,0,0
14880,2,0,0,0,0
14940,2,0,0,0,0
15000,0,0,0,0,0
15060,2,0,0,0,0
15120,2,0,0,0,0
15180,0,0,0,0,0
15240,0,0,0,0,0
15300,0,2,0,0,0
15360,3,0,0,0,0
15420,0,0,0,0,0
