time,state_1,state_2,state_3,state_4,state_5
0,0,0,0,0,0
60,0,0,0,0,0
120,0,0,3,0,0
180,0,2,0,0,0
240,0,2,0,0,0
300,0,0,2,0,0
360,0,0,2,0,0
420,2,0,2,0,0
480,0,0,2,0,0
540,2,0,0,2,0
600,0,0,0,2,0
660,0,0,0,2,0
720,3,0,2,0,0
780,3,0,2,0,0
840,3,0,2,0,0
900,3,0,2,0,0
960,3,0,2,0,0
1020,3,0,2,0,0
1080,3,0,0,2,0
1140,3,0,0,2,0
1200,3,0,0,0,0
1260,0,0,2,0,0
1320,0,0,2,0,0
1380,0,0,2,0,0
1440,0,0,2,0,0
1500,0,0,0,2,0
1560,0,0,2,0,0
1620,3,0,2,0,0
1680,3,0,2,0,0
1740,3,0,2,0,0
1800,3,0,2,0,1
1860,3,0,2,0,1
1920,3,0,0,0,1
1980,3,0,2,0,1
2040,0,0,2,0,2
2100,2,0,0,0,2
2160,2,0,2,0,2
2220,3,0,2,0,2
2280,2,0,0,0,2
2340,3,0,0,0,2
2400,3,0,2,0,2
2460,3,0,2,0,2
2520,3,0,2,0,0
2580,3,0,2,0,0
2640,3,0,2,0,1
2700,3,0,2,0,1
2760,3,0,2,0,1
2820,3,0,2,0,1
2880,3,0,2,0,1
2940,3,0,2,0,2
3000,2,0,2,0,2
3060,2,0,2,0,2
3120,2,0,2,0,2
3180,2,0,0,0,2
3240,0,2,0,0,2
3300,3,0,2,0,0
3360,3,0,2,0,0
3420,3,0,0,2,0
3480,0,2,0,0,0
3540,3,0,2,0,0
3600,0,0,2,0,0
3660,0,0,2,0,0
3720,0,0,2,0,0
3780,0,0,2,0,0
3840,3,0,0,0,0
3900,0,0,2,0,0
3960,0,0,2,0,0
4020,2,0,0,0,0
4080,0,3,2,0,0
4140,0,3,2,0,0
4200,3,0,2,0,1
4260,0,0,2,0,1
4320,0,0,2,0,1
4380,3,0,2,0,1
4440,0,3,2,0,1
4500,0,3,2,0,1
4560,0,0,2,0,1
4620,0,0,2,0,1
4680,0,0,2,0,1
4740,0,0,2,0,1
4800,0,0,2,0,1
4860,0,0,3,0,1
4920,0,0,2,0,2
4980,2,0,0,0,2
5040,0,0,2,0,2
5100,0,2,0,0,2
5160,0,0,2,0,2
5220,3,0,2,0,2
5280,0,0,2,0,0
5340,0,0,2,0,1
5400,0,0,2,0,1
5460,0,0,0,2,1
5520,0,0,0,2,1
5580,2,0,0,0,1
5640,2,0,0,0,1
5700,2,0,3,0,1
5760,0,0,0,0,1
5820,0,0,0,2,1
5880,3,0,2,0,1
5940,0,0,2,0,1
6000,3,0,2,0,1
6060,3,0,0,0,1
6120,0,0,0,0,1
6180,0,0,2,0,2
6240,2,0,2,0,2
6300,0,2,3,0,2
6360,3,0,3,0,2
6420,3,0,3,0,2
6480,0,0,3,0,2
6540,2,0,0,3,2
6600,0,0,3,0,2
6660,3,0,3,0,2
6720,0,0,3,0,0
6780,0,0,3,0,0
6840,0,0,3,0,0
6900,2,0,0,0,0
6960,3,0,0,0,0
7020,0,0,0,0,0
7080,0,3,0,0,0
7140,0,3,3,0,0
7200,0,3,0,0,0
7260,0,3,0,0,0
7320,3,0,0,0,0
7380,3,0,2,0,0
7440,0,0,0,2,0
7500,2,0,0,0,0
7560,2,0,0,0,0
7620,2,0,0,0,0
7680,0,2,0,0,0
7740,0,2,0,0,0
7800,0,0,0,0,0
7860,0,0,0,0,0
